Threads MRI JRuby Rubinius
1 20.407118279499997 15.149250000000004 22.77684045
2 20.5953019245 8.60855 14.41014955
3 20.572065392499997 6.320549999999999 10.7650754
4 20.502692349399997 5.4611 9.612180250000002
5 20.452329714500003 4.7668 8.635754749999998
6 20.512722414800002 4.34915 8.663858049999998
