Threads UnsynchronizedBank CoarseLockBank FineLockBank TransactionalBank
0% 1.4805871212121209 0.379141447713676 1.593871882756175 1.7556933557501253
25% 1.4623919073258282 0.39375 1.5571977009963829 1.7881070314406502
50% 1.4265463917525776 0.41284155225173996 1.5498967904572276 1.7605795683805097
75% 1.3998027829516821 0.42853366464881454 1.4930107753473538 1.7597911378803637
100% 1.0229969377223134 0.8772184783889488 1.0731596276947983 1.0886709445252842
