# AMD Phenom II X6 1090T, 6 cores, 6 threads, 3.2 GHz, 64 KB per core L1, 512 KB per core L2, 6 MB L3, 8GB RAM, 1 TB HD
# Ubuntu 13.10
# ruby 2.1.1p76 (2014-02-24 revision 45161) [x86_64-linux]
UnsynchronizedBank 0 1 0.304276746
UnsynchronizedBank 0 1 0.279435656
UnsynchronizedBank 0 1 0.293119269
UnsynchronizedBank 0 1 0.282056467
UnsynchronizedBank 0 1 0.298490885
UnsynchronizedBank 0 1 0.29285693
UnsynchronizedBank 0 1 0.297807436
UnsynchronizedBank 0 1 0.29373479
UnsynchronizedBank 0 1 0.305588191
UnsynchronizedBank 0 1 0.292153437
UnsynchronizedBank 0 1 0.303236174
UnsynchronizedBank 0 1 0.290312671
UnsynchronizedBank 0 1 0.297629262
UnsynchronizedBank 0 1 0.292561259
UnsynchronizedBank 0 1 0.303371031
UnsynchronizedBank 0 1 0.291421354
UnsynchronizedBank 0 1 0.297460619
UnsynchronizedBank 0 1 0.292291465
UnsynchronizedBank 0 1 0.288130938
UnsynchronizedBank 0 1 0.285472923
UnsynchronizedBank 0 1 0.296957036
UnsynchronizedBank 0 1 0.29361045
UnsynchronizedBank 0 1 0.30227974
UnsynchronizedBank 0 1 0.289882218
UnsynchronizedBank 0 1 0.303793311
UnsynchronizedBank 0 1 0.292963548
UnsynchronizedBank 0 1 0.303038846
UnsynchronizedBank 0 1 0.290462447
UnsynchronizedBank 0 1 0.303939229
UnsynchronizedBank 0 1 0.291499323
UnsynchronizedBank 0 2 0.295020157
UnsynchronizedBank 0 2 0.295699605
UnsynchronizedBank 0 2 0.296321232
UnsynchronizedBank 0 2 0.303590866
UnsynchronizedBank 0 2 0.296943251
UnsynchronizedBank 0 2 0.307668814
UnsynchronizedBank 0 2 0.302918807
UnsynchronizedBank 0 2 0.301304868
UnsynchronizedBank 0 2 0.302181077
UnsynchronizedBank 0 2 0.29506715
UnsynchronizedBank 0 2 0.29434742
UnsynchronizedBank 0 2 0.294322432
UnsynchronizedBank 0 2 0.299988898
