# AMD Phenom II X6 1090T, 6 cores, 6 threads, 3.2 GHz, 64 KB per core L1, 512 KB per core L2, 6 MB L3, 8GB RAM, 1 TB HD
# Ubuntu 13.10
# java version "1.7.0_25"
# Java(TM) SE Runtime Environment (build 1.7.0_25-b15)
# Java HotSpot(TM) 64-Bit Server VM (build 23.25-b01, mixed mode)
# jruby 1.7.11 (1.9.3p392) 2014-02-24 86339bb on Java HotSpot(TM) 64-Bit Server VM 1.7.0_25-b15 [linux-amd64]
UnsynchronizedBank 0 1 0.674
UnsynchronizedBank 0 1 0.387
UnsynchronizedBank 0 1 0.314
UnsynchronizedBank 0 1 0.927
UnsynchronizedBank 0 1 0.31
UnsynchronizedBank 0 1 0.313
UnsynchronizedBank 0 1 0.311
UnsynchronizedBank 0 1 0.309
UnsynchronizedBank 0 1 0.311
UnsynchronizedBank 0 1 0.314
UnsynchronizedBank 0 1 0.305
UnsynchronizedBank 0 1 0.312
UnsynchronizedBank 0 1 0.309
UnsynchronizedBank 0 1 0.306
UnsynchronizedBank 0 1 0.315
UnsynchronizedBank 0 1 0.31
UnsynchronizedBank 0 1 0.315
UnsynchronizedBank 0 1 0.32
UnsynchronizedBank 0 1 0.309
UnsynchronizedBank 0 1 0.309
UnsynchronizedBank 0 1 0.315
UnsynchronizedBank 0 1 0.308
UnsynchronizedBank 0 1 0.314
UnsynchronizedBank 0 1 0.319
UnsynchronizedBank 0 1 0.312
UnsynchronizedBank 0 1 0.325
UnsynchronizedBank 0 1 0.308
UnsynchronizedBank 0 1 0.313
UnsynchronizedBank 0 1 0.323
UnsynchronizedBank 0 1 0.307
UnsynchronizedBank 0 2 0.204
UnsynchronizedBank 0 2 0.181
UnsynchronizedBank 0 2 0.238
UnsynchronizedBank 0 2 0.209
UnsynchronizedBank 0 2 0.2
UnsynchronizedBank 0 2 0.197
UnsynchronizedBank 0 2 0.206
UnsynchronizedBank 0 2 0.213
UnsynchronizedBank 0 2 0.207
UnsynchronizedBank 0 2 0.201
UnsynchronizedBank 0 2 0.217
UnsynchronizedBank 0 2 0.209
UnsynchronizedBank 0 2 0.213
UnsynchronizedBank 0 2 0.207
UnsynchronizedBank 0 2 0.208
UnsynchronizedBank 0 2 0.209
UnsynchronizedBank 0 2 0.202
UnsynchronizedBank 0 2 0.217
UnsynchronizedBank 0 2 0.199
UnsynchronizedBank 0 2 0.217
UnsynchronizedBank 0 2 0.2
UnsynchronizedBank 0 2 0.224
UnsynchronizedBank 0 2 0.211
UnsynchronizedBank 0 2 0.207
UnsynchronizedBank 0 2 0.213
UnsynchronizedBank 0 2 0.212
UnsynchronizedBank 0 2 0.216
UnsynchronizedBank 0 2 0.202
UnsynchronizedBank 0 2 0.238
UnsynchronizedBank 0 2 0.203
UnsynchronizedBank 0 3 0.168
UnsynchronizedBank 0 3 0.15
UnsynchronizedBank 0 3 0.182
UnsynchronizedBank 0 3 0.156
UnsynchronizedBank 0 3 0.188
UnsynchronizedBank 0 3 0.155
UnsynchronizedBank 0 3 0.151
UnsynchronizedBank 0 3 0.148
UnsynchronizedBank 0 3 0.148
UnsynchronizedBank 0 3 0.154
UnsynchronizedBank 0 3 0.146
UnsynchronizedBank 0 3 0.161
UnsynchronizedBank 0 3 0.143
UnsynchronizedBank 0 3 0.168
UnsynchronizedBank 0 3 0.147
UnsynchronizedBank 0 3 0.16
UnsynchronizedBank 0 3 0.144
UnsynchronizedBank 0 3 0.165
UnsynchronizedBank 0 3 0.15
UnsynchronizedBank 0 3 0.169
UnsynchronizedBank 0 3 0.144
UnsynchronizedBank 0 3 0.166
UnsynchronizedBank 0 3 0.147
UnsynchronizedBank 0 3 0.179
UnsynchronizedBank 0 3 0.146
UnsynchronizedBank 0 3 0.167
UnsynchronizedBank 0 3 0.146
UnsynchronizedBank 0 3 0.175
UnsynchronizedBank 0 3 0.149
UnsynchronizedBank 0 3 0.183
UnsynchronizedBank 0 4 0.124
UnsynchronizedBank 0 4 0.147
UnsynchronizedBank 0 4 0.125
UnsynchronizedBank 0 4 0.141
UnsynchronizedBank 0 4 0.125
UnsynchronizedBank 0 4 0.132
UnsynchronizedBank 0 4 0.126
UnsynchronizedBank 0 4 0.129
UnsynchronizedBank 0 4 0.124
UnsynchronizedBank 0 4 0.125
UnsynchronizedBank 0 4 0.132
UnsynchronizedBank 0 4 0.133
UnsynchronizedBank 0 4 0.14
UnsynchronizedBank 0 4 0.129
UnsynchronizedBank 0 4 0.195
UnsynchronizedBank 0 4 0.125
UnsynchronizedBank 0 4 0.151
UnsynchronizedBank 0 4 0.128
UnsynchronizedBank 0 4 0.138
UnsynchronizedBank 0 4 0.124
UnsynchronizedBank 0 4 0.139
UnsynchronizedBank 0 4 0.12
UnsynchronizedBank 0 4 0.121
UnsynchronizedBank 0 4 0.124
UnsynchronizedBank 0 4 0.125
UnsynchronizedBank 0 4 0.133
UnsynchronizedBank 0 4 0.123
UnsynchronizedBank 0 4 0.2
UnsynchronizedBank 0 4 0.129
UnsynchronizedBank 0 4 0.17
UnsynchronizedBank 0 5 0.111
UnsynchronizedBank 0 5 0.116
UnsynchronizedBank 0 5 0.107
UnsynchronizedBank 0 5 0.106
UnsynchronizedBank 0 5 0.107
UnsynchronizedBank 0 5 0.11
UnsynchronizedBank 0 5 0.178
UnsynchronizedBank 0 5 0.103
UnsynchronizedBank 0 5 0.147
UnsynchronizedBank 0 5 0.103
UnsynchronizedBank 0 5 0.116
UnsynchronizedBank 0 5 0.107
UnsynchronizedBank 0 5 0.108
UnsynchronizedBank 0 5 0.143
UnsynchronizedBank 0 5 0.107
UnsynchronizedBank 0 5 0.121
UnsynchronizedBank 0 5 0.13
UnsynchronizedBank 0 5 0.103
UnsynchronizedBank 0 5 0.101
UnsynchronizedBank 0 5 0.106
UnsynchronizedBank 0 5 0.133
UnsynchronizedBank 0 5 0.104
UnsynchronizedBank 0 5 0.118
UnsynchronizedBank 0 5 0.109
UnsynchronizedBank 0 5 0.109
UnsynchronizedBank 0 5 0.109
UnsynchronizedBank 0 5 0.106
UnsynchronizedBank 0 5 0.141
UnsynchronizedBank 0 5 0.106
UnsynchronizedBank 0 5 0.112
UnsynchronizedBank 0 6 0.096
UnsynchronizedBank 0 6 0.109
UnsynchronizedBank 0 6 0.119
UnsynchronizedBank 0 6 0.098
UnsynchronizedBank 0 6 0.117
UnsynchronizedBank 0 6 0.096
UnsynchronizedBank 0 6 0.104
UnsynchronizedBank 0 6 0.149
UnsynchronizedBank 0 6 0.094
UnsynchronizedBank 0 6 0.11
UnsynchronizedBank 0 6 0.094
UnsynchronizedBank 0 6 0.1
UnsynchronizedBank 0 6 0.146
UnsynchronizedBank 0 6 0.095
UnsynchronizedBank 0 6 0.104
UnsynchronizedBank 0 6 0.094
UnsynchronizedBank 0 6 0.097
UnsynchronizedBank 0 6 0.124
UnsynchronizedBank 0 6 0.095
UnsynchronizedBank 0 6 0.095
UnsynchronizedBank 0 6 0.096
UnsynchronizedBank 0 6 0.094
UnsynchronizedBank 0 6 0.112
UnsynchronizedBank 0 6 0.096
UnsynchronizedBank 0 6 0.093
UnsynchronizedBank 0 6 0.16
UnsynchronizedBank 0 6 0.099
UnsynchronizedBank 0 6 0.095
UnsynchronizedBank 0 6 0.106
UnsynchronizedBank 0 6 0.091
UnsynchronizedBank 25 1 0.552
UnsynchronizedBank 25 1 0.555
UnsynchronizedBank 25 1 1.171
UnsynchronizedBank 25 1 0.442
UnsynchronizedBank 25 1 0.441
UnsynchronizedBank 25 1 0.437
UnsynchronizedBank 25 1 0.439
UnsynchronizedBank 25 1 0.443
UnsynchronizedBank 25 1 0.441
UnsynchronizedBank 25 1 0.443
UnsynchronizedBank 25 1 0.461
