# Intel Core i7 2.7 GHz 1x4x2, Rubinius 2.2.6
UnsynchronizedBank 1 0.000647
UnsynchronizedBank 2 0.16084299999999999
UnsynchronizedBank 3 0.09407199999999999
UnsynchronizedBank 4 0.08089199999999999
UnsynchronizedBank 5 0.09632399999999999
UnsynchronizedBank 6 0.0976180000000001
UnsynchronizedBank 7 0.149917
UnsynchronizedBank 8 0.158235
UnsynchronizedBank 1 0.00016099999999999998
UnsynchronizedBank 2 0.094634
UnsynchronizedBank 3 0.091364
UnsynchronizedBank 4 0.101051
UnsynchronizedBank 5 0.09189399999999999
UnsynchronizedBank 6 0.10272200000000009
UnsynchronizedBank 7 0.10063599999999999
UnsynchronizedBank 8 0.18127
UnsynchronizedBank 1 0.000148
UnsynchronizedBank 2 0.084632
UnsynchronizedBank 3 0.102224
UnsynchronizedBank 4 0.08849599999999999
UnsynchronizedBank 5 0.08760899999999999
UnsynchronizedBank 6 0.10638299999999999
UnsynchronizedBank 7 0.10489800000000005
UnsynchronizedBank 8 0.16247699999999998
UnsynchronizedBank 1 0.000144
UnsynchronizedBank 2 0.096845
UnsynchronizedBank 3 0.09891
UnsynchronizedBank 4 0.10337299999999999
UnsynchronizedBank 5 0.09404799999999999
UnsynchronizedBank 6 0.092801
UnsynchronizedBank 7 0.11384899999999999
UnsynchronizedBank 8 0.210372
UnsynchronizedBank 1 0.00010499999999999999
UnsynchronizedBank 2 0.089085
UnsynchronizedBank 3 0.09809799999999999
UnsynchronizedBank 4 0.09188299999999999
UnsynchronizedBank 5 0.10251199999999999
UnsynchronizedBank 6 0.095007
UnsynchronizedBank 7 0.114285
UnsynchronizedBank 8 0.17877500000000002
UnsynchronizedBank 1 0.00014199999999999998
UnsynchronizedBank 2 0.098129
UnsynchronizedBank 3 0.092027
UnsynchronizedBank 4 0.102365
UnsynchronizedBank 5 0.097631
UnsynchronizedBank 6 0.099382
UnsynchronizedBank 7 0.123626
UnsynchronizedBank 8 0.188118
UnsynchronizedBank 1 0.000148
UnsynchronizedBank 2 0.086171
UnsynchronizedBank 3 0.102071
UnsynchronizedBank 4 0.086491
UnsynchronizedBank 5 0.102713
UnsynchronizedBank 6 0.096118
UnsynchronizedBank 7 0.122732
UnsynchronizedBank 8 0.17033900000000002
UnsynchronizedBank 1 0.000169
UnsynchronizedBank 2 0.102047
UnsynchronizedBank 3 0.095929
UnsynchronizedBank 4 0.106428
UnsynchronizedBank 5 0.094231
UnsynchronizedBank 6 0.10388599999999999
UnsynchronizedBank 7 0.12117699999999999
UnsynchronizedBank 8 0.17027699999999998
UnsynchronizedBank 1 0.00015199999999999998
UnsynchronizedBank 2 0.08936100000000002
UnsynchronizedBank 3 0.106997
UnsynchronizedBank 4 0.090432
UnsynchronizedBank 5 0.101741
UnsynchronizedBank 6 0.091029
UnsynchronizedBank 7 0.101725
UnsynchronizedBank 8 0.149734
UnsynchronizedBank 1 0.000155
UnsynchronizedBank 2 0.10069499999999999
UnsynchronizedBank 3 0.091919
UnsynchronizedBank 4 0.094918
